,season,matchday,date,team,result,points,rank,win_streak,lose_streak,draw_streak
2395,13,6,2014-09-28,Sociedad,1,5,15,0,0,1
2392,13,6,2014-09-28,Cordoba,1,3,20,0,0,1
2400,13,7,2014-10-03,Getafe,1,7,14,0,0,1
2401,13,7,2014-10-03,Cordoba,1,4,18,0,0,2
2402,13,7,2014-10-04,Almeria,1,9,8,0,0,1
2409,13,7,2014-10-04,Granada,0,8,12,0,3,0
2404,13,7,2014-10-04,Malaga,3,9,8,1,0,0
2405,13,7,2014-10-04,Valencia,3,17,2,1,0,0
2411,13,7,2014-10-04,Barcelona,3,19,1,2,0,0
2403,13,7,2014-10-04,Eibar,1,9,8,0,0,3
2408,13,7,2014-10-04,Levante,1,5,15,0,0,1
2407,13,7,2014-10-04,Elche,1,5,15,0,0,1
2406,13,7,2014-10-04,Vallecano,0,8,12,0,1,0
2410,13,7,2014-10-04,Ath Madrid,0,14,5,0,1,0
2415,13,7,2014-10-05,Sevilla,3,16,3,1,0,0
2413,13,7,2014-10-05,Espanol,3,9,8,1,0,0
2419,13,7,2014-10-05,La Coruna,0,4,18,0,4,0
2418,13,7,2014-10-05,Ath Bilbao,0,4,18,0,1,0
2412,13,7,2014-10-05,Celta,0,12,6,0,1,0
2417,13,7,2014-10-05,Sociedad,0,5,15,0,1,0
2416,13,7,2014-10-05,Villarreal,3,11,7,1,0,0
2414,13,7,2014-10-05,Real Madrid,3,15,4,4,0,0
2420,13,8,2014-10-17,Granada,0,8,14,0,4,0
2421,13,8,2014-10-17,Vallecano,3,11,9,1,0,0
2428,13,8,2014-10-18,Malaga,3,12,8,2,0,0
2422,13,8,2014-10-18,Ath Bilbao,1,5,16,0,0,1
2423,13,8,2014-10-18,Barcelona,3,22,1,3,0,0
2426,13,8,2014-10-18,Celta,1,13,7,0,0,1
2427,13,8,2014-10-18,Eibar,0,9,11,0,1,0
2425,13,8,2014-10-18,Levante,0,5,16,0,1,0
2429,13,8,2014-10-18,Real Madrid,3,18,3,5,0,0
2424,13,8,2014-10-18,Cordoba,0,4,20,0,1,0
2437,13,8,2014-10-19,Almeria,0,9,11,0,1,0
2435,13,8,2014-10-19,Sevilla,3,19,2,2,0,0
2434,13,8,2014-10-19,Espanol,0,9,11,0,1,0
2432,13,8,2014-10-19,La Coruna,3,7,15,1,0,0
2436,13,8,2014-10-19,Valencia,0,17,4,0,1,0
2431,13,8,2014-10-19,Elche,0,5,16,0,1,0
2433,13,8,2014-10-19,Villarreal,3,14,6,2,0,0
2430,13,8,2014-10-19,Ath Madrid,3,17,4,1,0,0
2439,13,8,2014-10-20,Getafe,3,10,10,1,0,0
2438,13,8,2014-10-20,Sociedad,0,5,16,0,2,0
2440,13,9,2014-10-24,Celta,3,16,6,1,0,0
2441,13,9,2014-10-24,Levante,0,5,18,0,2,0
2442,13,9,2014-10-25,Almeria,0,9,13,0,2,0
2449,13,9,2014-10-25,Granada,1,9,13,0,0,1
2447,13,9,2014-10-25,Ath Bilbao,3,8,15,1,0,0
2446,13,9,2014-10-25,Valencia,3,20,4,1,0,0
2450,13,9,2014-10-25,Barcelona,0,22,1,0,1,0
2444,13,9,2014-10-25,Eibar,1,10,10,0,0,1
2451,13,9,2014-10-25,Elche,0,5,18,0,2,0
2448,13,9,2014-10-25,Sociedad,1,6,17,0,0,1
2445,13,9,2014-10-25,Real Madrid,3,21,3,6,0,0
2443,13,9,2014-10-25,Cordoba,1,5,18,0,0,1
2454,13,9,2014-10-26,Malaga,3,15,7,3,0,0
2455,13,9,2014-10-26,Sevilla,3,22,1,3,0,0
2452,13,9,2014-10-26,Espanol,1,10,10,0,0,1
2456,13,9,2014-10-26,La Coruna,1,8,15,0,0,1
2453,13,9,2014-10-26,Getafe,0,10,10,0,1,0
2459,13,9,2014-10-26,Villarreal,0,14,8,0,1,0
2458,13,9,2014-10-26,Vallecano,0,11,9,0,1,0
2457,13,9,2014-10-26,Ath Madrid,3,20,4,2,0,0
2478,13,10,2014-10-31,La Coruna,0,8,16,0,1,0
2479,13,10,2014-10-31,Getafe,3,13,9,1,0,0
2462,13,10,2014-11-01,Granada,0,9,14,0,1,0
2467,13,10,2014-11-01,Malaga,3,18,7,4,0,0
2461,13,10,2014-11-01,Barcelona,0,22,4,0,2,0
2465,13,10,2014-11-01,Celta,3,19,6,2,0,0
2463,13,10,2014-11-01,Sociedad,0,6,19,0,1,0
2466,13,10,2014-11-01,Real Madrid,3,24,1,7,0,0
2464,13,10,2014-11-01,Cordoba,0,5,20,0,1,0
2460,13,10,2014-11-01,Ath Madrid,3,23,2,3,0,0
2474,13,10,2014-11-02,Almeria,0,9,14,0,3,0
2472,13,10,2014-11-02,Sevilla,0,22,4,0,1,0
2473,13,10,2014-11-02,Espanol,0,10,13,0,1,0
2468,13,10,2014-11-02,Ath Bilbao,3,11,11,2,0,0
2475,13,10,2014-11-02,Valencia,3,23,2,2,0,0
2470,13,10,2014-11-02,Levante,3,8,16,1,0,0
2469,13,10,2014-11-02,Elche,3,8,16,1,0,0
2471,13,10,2014-11-02,Villarreal,0,14,8,0,2,0
2477,13,10,2014-11-03,Eibar,3,13,9,1,0,0
2476,13,10,2014-11-03,Vallecano,0,11,11,0,2,0
2481,13,11,2014-11-07,La Coruna,1,9,15,0,0,1
2480,13,11,2014-11-07,Cordoba,1,6,20,0,0,1
2482,13,11,2014-11-08,Almeria,0,9,15,0,4,0
2488,13,11,2014-11-08,Granada,1,10,14,0,0,1
2485,13,11,2014-11-08,Malaga,3,21,6,5,0,0
2487,13,11,2014-11-08,Barcelona,3,25,2,1,0,0
2483,13,11,2014-11-08,Celta,1,20,7,0,0,1
2490,13,11,2014-11-08,Eibar,0,13,10,0,1,0
2489,13,11,2014-11-08,Elche,1,9,15,0,0,1
2484,13,11,2014-11-08,Getafe,1,14,9,0,0,1
2486,13,11,2014-11-08,Real Madrid,3,27,1,8,0,0
2491,13,11,2014-11-08,Vallecano,0,11,12,0,3,0
2493,13,11,2014-11-09,Sevilla,1,23,4,0,0,1
2492,13,11,2014-11-09,Espanol,1,11,12,0,0,1
2499,13,11,2014-11-09,Ath Bilbao,1,12,11,0,0,1
2495,13,11,2014-11-09,Valencia,1,24,3,0,0,1
2497,13,11,2014-11-09,Levante,1,9,15,0,0,1
2494,13,11,2014-11-09,Sociedad,3,9,15,1,0,0
2496,13,11,2014-11-09,Villarreal,1,15,8,0,0,1
2498,13,11,2014-11-09,Ath Madrid,0,23,4,0,1,0
2501,13,12,2014-11-21,Espanol,0,11,14,0,1,0
2500,13,12,2014-11-21,Ath Bilbao,3,15,9,1,0,0
2506,13,12,2014-11-22,Malaga,0,21,6,0,1,0
2507,13,12,2014-11-22,Sevilla,0,23,5,0,1,0
2505,13,12,2014-11-22,La Coruna,1,10,16,0,0,2
2503,13,12,2014-11-22,Barcelona,3,28,2,2,0,0
2504,13,12,2014-11-22,Eibar,0,13,12,0,2,0
2509,13,12,2014-11-22,Sociedad,1,10,16,0,0,1
2508,13,12,2014-11-22,Real Madrid,3,30,1,9,0,0
2502,13,12,2014-11-22,Ath Madrid,3,26,3,1,0,0
2515,13,12,2014-11-23,Valencia,0,24,4,0,1,0
2516,13,12,2014-11-23,Celta,0,20,7,0,1,0
2511,13,12,2014-11-23,Levante,3,12,13,1,0,0
2510,13,12,2014-11-23,Elche,1,10,16,0,0,2
2517,13,12,2014-11-23,Getafe,0,14,10,0,1,0
2513,13,12,2014-11-23,Villarreal,3,18,8,1,0,0
2512,13,12,2014-11-23,Vallecano,3,14,10,1,0,0
2514,13,12,2014-11-23,Cordoba,1,7,20,0,0,2
2519,13,12,2014-11-24,Almeria,1,10,16,0,0,1
2518,13,12,2014-11-24,Granada,1,11,14,0,0,2
2523,13,13,2014-11-28,Elche,0,10,17,0,1,0
2522,13,13,2014-11-28,Sociedad,3,13,14,1,0,0
2527,13,13,2014-11-29,Malaga,0,21,6,0,2,0
2525,13,13,2014-11-29,Espanol,3,14,12,1,0,0
2530,13,13,2014-11-29,Ath Bilbao,3,18,9,2,0,0
2524,13,13,2014-11-29,Celta,0,20,8,0,2,0
2528,13,13,2014-11-29,Eibar,3,16,11,1,0,0
2529,13,13,2014-11-29,Levante,0,12,15,0,1,0
2526,13,13,2014-11-29,Getafe,0,14,12,0,2,0
2531,13,13,2014-11-29,Real Madrid,3,33,1,10,0,0
2538,13,13,2014-11-30,Granada,0,11,16,0,1,0
2534,13,13,2014-11-30,Sevilla,3,26,4,1,0,0
2536,13,13,2014-11-30,La Coruna,0,10,17,0,1,0
2535,13,13,2014-11-30,Valencia,0,24,5,0,2,0
2539,13,13,2014-11-30,Barcelona,3,31,2,3,0,0
2537,13,13,2014-11-30,Villarreal,3,21,6,2,0,0
2533,13,13,2014-11-30,Cordoba,0,7,20,0,1,0
2532,13,13,2014-11-30,Ath Madrid,3,29,3,2,0,0
2520,13,13,2014-12-01,Almeria,0,10,17,0,1,0
2521,13,13,2014-12-01,Vallecano,3,17,10,2,0,0
2546,13,14,2014-12-06,Malaga,3,24,6,1,0,0
2542,13,14,2014-12-06,La Coruna,0,10,17,0,2,0
2540,13,14,2014-12-06,Ath Bilbao,0,18,10,0,1,0
2547,13,14,2014-12-06,Celta,0,20,8,0,3,0
2541,13,14,2014-12-06,Elche,0,10,17,0,2,0
2543,13,14,2014-12-06,Real Madrid,3,36,1,11,0,0
2544,13,14,2014-12-06,Cordoba,3,10,17,1,0,0
2545,13,14,2014-12-06,Ath Madrid,3,32,3,3,0,0
2549,13,14,2014-12-07,Granada,1,12,16,0,0,1
2554,13,14,2014-12-07,Sevilla,3,29,4,2,0,0
2552,13,14,2014-12-07,Espanol,0,14,13,0,1,0
2553,13,14,2014-12-07,Valencia,1,25,5,0,0,1
2548,13,14,2014-12-07,Barcelona,3,34,2,4,0,0
2555,13,14,2014-12-07,Sociedad,0,13,14,0,1,0
2551,13,14,2014-12-07,Villarreal,3,24,6,3,0,0
2550,13,14,2014-12-07,Vallecano,0,17,11,0,1,0
2558,13,14,2014-12-08,Almeria,0,10,17,0,2,0
2556,13,14,2014-12-08,Eibar,3,19,9,2,0,0
2557,13,14,2014-12-08,Levante,1,13,14,0,0,1
2559,13,14,2014-12-08,Getafe,1,15,12,0,0,1
2560,13,15,2014-12-12,Almeria,0,10,19,0,3,0
2561,13,15,2014-12-12,Real Madrid,3,39,1,12,0,0
2564,13,15,2014-12-13,Malaga,3,27,6,2,0,0
2565,13,15,2014-12-13,Valencia,3,28,5,1,0,0
2567,13,15,2014-12-13,Barcelona,1,35,2,0,0,1
2568,13,15,2014-12-13,Celta,0,20,8,0,4,0
2566,13,15,2014-12-13,Levante,1,14,14,0,0,2
2563,13,15,2014-12-13,Getafe,1,16,13,0,0,2
2569,13,15,2014-12-13,Vallecano,0,17,11,0,2,0
2562,13,15,2014-12-13,Cordoba,1,11,18,0,0,1
2575,13,15,2014-12-14,Granada,0,12,17,0,1,0
2572,13,15,2014-12-14,Sevilla,1,30,4,0,0,1
2571,13,15,2014-12-14,Espanol,3,17,11,1,0,0
2577,13,15,2014-12-14,Ath Bilbao,1,19,10,0,0,1
2576,13,15,2014-12-14,Eibar,1,20,8,0,0,1
2573,13,15,2014-12-14,Sociedad,1,14,14,0,0,1
2574,13,15,2014-12-14,Villarreal,3,27,6,4,0,0
2570,13,15,2014-12-14,Ath Madrid,0,32,3,0,1,0
2578,13,15,2014-12-15,La Coruna,3,13,16,1,0,0
2579,13,15,2014-12-15,Elche,0,10,19,0,3,0
2583,13,16,2014-12-19,Almeria,3,13,16,1,0,0
2582,13,16,2014-12-19,Celta,0,20,7,0,5,0
2591,13,16,2014-12-20,Espanol,3,20,7,2,0,0
2589,13,16,2014-12-20,Valencia,3,31,4,2,0,0
2584,13,16,2014-12-20,Barcelona,3,38,1,1,0,0
2585,13,16,2014-12-20,Eibar,0,20,7,0,1,0
2586,13,16,2014-12-20,Levante,1,15,13,0,0,1
2590,13,16,2014-12-20,Sociedad,1,15,13,0,0,2
2587,13,16,2014-12-20,Vallecano,0,17,11,0,3,0
2588,13,16,2014-12-20,Cordoba,0,11,19,0,1,0
2594,13,16,2014-12-21,Granada,1,13,16,0,0,1
2597,13,16,2014-12-21,Malaga,3,30,5,3,0,0
2599,13,16,2014-12-21,La Coruna,0,13,16,0,1,0
2592,13,16,2014-12-21,Ath Bilbao,0,19,10,0,1,0
2593,13,16,2014-12-21,Elche,0,10,20,0,4,0
2598,13,16,2014-12-21,Getafe,1,17,11,0,0,3
2595,13,16,2014-12-21,Villarreal,3,30,5,5,0,0
2596,13,16,2014-12-21,Ath Madrid,3,38,1,2,0,0
2581,13,16,2015-01-03,Levante,0,14,15,0,1,0
2580,13,16,2015-01-03,Ath Madrid,3,35,3,1,0,0
2606,13,17,2015-01-03,Almeria,3,16,15,2,0,0
2602,13,17,2015-01-03,Malaga,0,30,6,0,1,0
2603,13,17,2015-01-03,Sevilla,3,33,4,1,0,0
2601,13,17,2015-01-03,La Coruna,3,16,15,1,0,0
2605,13,17,2015-01-03,Ath Bilbao,0,19,11,0,2,0
2607,13,17,2015-01-03,Celta,0,20,8,0,6,0
2600,13,17,2015-01-03,Elche,1,11,20,0,0,1
2604,13,17,2015-01-03,Villarreal,1,31,5,0,0,1
2608,13,17,2015-01-04,Espanol,0,20,8,0,1,0
2611,13,17,2015-01-04,Valencia,3,34,3,3,0,0
2614,13,17,2015-01-04,Barcelona,0,38,2,0,1,0
2612,13,17,2015-01-04,Eibar,3,23,7,1,0,0
2609,13,17,2015-01-04,Getafe,0,17,13,0,1,0
2610,13,17,2015-01-04,Sociedad,3,18,12,1,0,0
2615,13,17,2015-01-04,Real Madrid,0,39,1,0,1,0
2613,13,17,2015-01-04,Vallecano,3,20,8,1,0,0
2617,13,17,2015-01-05,Granada,0,13,19,0,1,0
2616,13,17,2015-01-05,Cordoba,3,14,18,1,0,0
2619,13,17,2015-01-09,La Coruna,1,17,13,0,0,1
2618,13,17,2015-01-09,Levante,1,16,15,0,0,2
2622,13,18,2015-01-10,Malaga,1,31,7,0,0,1
2627,13,18,2015-01-10,Espanol,0,20,11,0,2,0
2624,13,18,2015-01-10,Valencia,1,35,5,0,0,1
2620,13,18,2015-01-10,Celta,1,21,10,0,0,1
2621,13,18,2015-01-10,Eibar,3,26,9,2,0,0
2625,13,18,2015-01-10,Getafe,0,17,16,0,2,0
2626,13,18,2015-01-10,Villarreal,1,32,6,0,0,2
2623,13,18,2015-01-10,Real Madrid,3,42,1,1,0,0
2628,13,18,2015-01-11,Almeria,0,16,18,0,1,0
2631,13,18,2015-01-11,Granada,1,14,19,0,0,1
2632,13,18,2015-01-11,Sevilla,3,36,4,2,0,0
2629,13,18,2015-01-11,Ath Bilbao,0,19,13,0,3,0
2630,13,18,2015-01-11,Barcelona,3,41,2,1,0,0
2633,13,18,2015-01-11,Elche,3,14,19,1,0,0
2635,13,18,2015-01-11,Sociedad,1,19,13,0,0,1
2634,13,18,2015-01-11,Ath Madrid,0,38,3,0,1,0
2636,13,18,2015-01-12,Vallecano,0,20,11,0,1,0
2637,13,18,2015-01-12,Cordoba,3,17,16,2,0,0
2639,13,18,2015-01-16,Eibar,1,27,8,0,0,1
2638,13,18,2015-01-16,Cordoba,1,18,15,0,0,1
2646,13,19,2015-01-17,Almeria,0,16,18,0,2,0
2640,13,19,2015-01-17,Espanol,3,23,9,1,0,0
2647,13,19,2015-01-17,Ath Bilbao,0,19,13,0,4,0
2642,13,19,2015-01-17,Valencia,3,38,6,1,0,0
2644,13,19,2015-01-17,Celta,0,21,12,0,1,0
2641,13,19,2015-01-17,Sociedad,0,19,13,0,1,0
2643,13,19,2015-01-17,Villarreal,3,35,7,1,0,0
2645,13,19,2015-01-17,Vallecano,3,23,9,1,0,0
2653,13,19,2015-01-18,Granada,0,14,20,0,1,0
2657,13,19,2015-01-18,Malaga,0,31,8,0,1,0
2652,13,19,2015-01-18,Sevilla,3,39,5,3,0,0
2651,13,19,2015-01-18,La Coruna,0,17,15,0,1,0
2656,13,19,2015-01-18,Barcelona,3,44,2,2,0,0
2654,13,19,2015-01-18,Levante,0,16,18,0,1,0
2649,13,19,2015-01-18,Elche,3,17,15,2,0,0
2650,13,19,2015-01-18,Getafe,0,17,15,0,3,0
2655,13,19,2015-01-18,Real Madrid,3,45,1,2,0,0
2648,13,19,2015-01-18,Ath Madrid,3,41,4,1,0,0
2659,13,19,2015-01-24,Vallecano,0,23,9,0,1,0
2658,13,19,2015-01-24,Ath Madrid,3,44,2,2,0,0
2665,13,20,2015-01-24,Barcelona,3,47,2,3,0,0
2666,13,20,2015-01-24,Eibar,0,27,7,0,1,0
2667,13,20,2015-01-24,Levante,0,16,18,0,2,0
2661,13,20,2015-01-24,Elche,0,17,17,0,1,0
2662,13,20,2015-01-24,Sociedad,3,22,10,1,0,0
2663,13,20,2015-01-24,Villarreal,3,38,5,2,0,0
2664,13,20,2015-01-24,Real Madrid,3,48,1,3,0,0
2660,13,20,2015-01-24,Cordoba,0,18,15,0,1,0
2673,13,20,2015-01-25,Almeria,0,16,18,0,3,0
2674,13,20,2015-01-25,Granada,1,15,20,0,0,1
2672,13,20,2015-01-25,Malaga,1,32,6,0,0,1
2675,13,20,2015-01-25,Sevilla,0,39,4,0,1,0
2669,13,20,2015-01-25,Espanol,3,26,8,2,0,0
2670,13,20,2015-01-25,La Coruna,1,18,15,0,0,1
2668,13,20,2015-01-25,Ath Bilbao,1,20,13,0,0,1
2671,13,20,2015-01-25,Valencia,3,41,3,2,0,0
2677,13,20,2015-01-26,Celta,0,21,11,0,2,0
2676,13,20,2015-01-26,Getafe,3,20,13,1,0,0
2679,13,20,2015-01-30,La Coruna,3,21,11,1,0,0
2678,13,20,2015-01-30,Vallecano,0,23,9,0,2,0
2694,13,21,2015-01-31,Granada,3,18,17,1,0,0
2692,13,21,2015-01-31,Celta,3,24,12,1,0,0
2693,13,21,2015-01-31,Eibar,0,27,10,0,2,0
2698,13,21,2015-01-31,Elche,0,17,19,0,2,0
2699,13,21,2015-01-31,Sociedad,0,22,14,0,1,0
2695,13,21,2015-01-31,Real Madrid,3,54,1,5,0,0
2696,13,21,2015-01-31,Cordoba,0,18,17,0,2,0
2697,13,21,2015-01-31,Ath Madrid,3,47,4,3,0,0
2680,13,21,2015-02-01,Almeria,3,19,16,1,0,0
2683,13,21,2015-02-01,Sevilla,3,42,5,1,0,0
2687,13,21,2015-02-01,Espanol,0,26,11,0,1,0
2686,13,21,2015-02-01,Ath Bilbao,3,23,13,1,0,0
2681,13,21,2015-02-01,Barcelona,3,50,3,4,0,0
2682,13,21,2015-02-01,Levante,0,16,20,0,3,0
2684,13,21,2015-02-01,Getafe,0,20,15,0,1,0
2685,13,21,2015-02-01,Villarreal,0,38,8,0,1,0
2688,13,21,2015-02-02,Malaga,3,35,9,1,0,0
2689,13,21,2015-02-02,Valencia,0,41,7,0,1,0
2691,13,21,2015-02-04,Sevilla,0,42,5,0,1,0
2690,13,21,2015-02-04,Real Madrid,3,51,2,4,0,0
2700,13,22,2015-02-06,La Coruna,3,24,11,2,0,0
2701,13,22,2015-02-06,Eibar,0,27,8,0,3,0
2709,13,22,2015-02-07,Granada,0,18,19,0,1,0
2707,13,22,2015-02-07,Malaga,0,35,7,0,1,0
2708,13,22,2015-02-07,Celta,1,25,10,0,0,1
2703,13,22,2015-02-07,Levante,3,19,18,1,0,0
2704,13,22,2015-02-07,Sociedad,1,23,12,0,0,1
2705,13,22,2015-02-07,Villarreal,3,41,6,1,0,0
2706,13,22,2015-02-07,Real Madrid,0,54,1,0,1,0
2702,13,22,2015-02-07,Ath Madrid,3,50,3,4,0,0
2715,13,22,2015-02-08,Almeria,3,22,16,2,0,0
2717,13,22,2015-02-08,Sevilla,0,42,5,0,2,0
2712,13,22,2015-02-08,Espanol,0,26,9,0,2,0
2710,13,22,2015-02-08,Ath Bilbao,0,23,12,0,1,0
2716,13,22,2015-02-08,Valencia,3,44,4,1,0,0
2714,13,22,2015-02-08,Barcelona,3,53,2,5,0,0
2713,13,22,2015-02-08,Getafe,3,23,12,1,0,0
2711,13,22,2015-02-08,Cordoba,0,18,19,0,3,0
2718,13,22,2015-02-09,Elche,3,20,17,1,0,0
2719,13,22,2015-02-09,Vallecano,0,23,12,0,3,0
2720,13,23,2015-02-13,Almeria,1,23,15,0,0,1
2721,13,23,2015-02-13,Sociedad,1,24,12,0,0,2
2722,13,23,2015-02-14,Granada,1,19,18,0,0,1
2723,13,23,2015-02-14,Malaga,0,35,7,0,2,0
2725,13,23,2015-02-14,Sevilla,3,45,5,1,0,0
2727,13,23,2015-02-14,Espanol,3,29,8,1,0,0
2728,13,23,2015-02-14,La Coruna,0,24,12,0,1,0
2726,13,23,2015-02-14,Ath Bilbao,1,24,12,0,0,1
2724,13,23,2015-02-14,Real Madrid,3,57,1,1,0,0
2729,13,23,2015-02-14,Cordoba,0,18,20,0,4,0
2732,13,23,2015-02-15,Valencia,3,47,4,2,0,0
2730,13,23,2015-02-15,Barcelona,3,56,2,6,0,0
2731,13,23,2015-02-15,Celta,3,28,9,1,0,0
2734,13,23,2015-02-15,Levante,0,19,18,0,1,0
2736,13,23,2015-02-15,Getafe,0,23,15,0,1,0
2737,13,23,2015-02-15,Villarreal,0,41,6,0,1,0
2733,13,23,2015-02-15,Vallecano,3,26,11,1,0,0
2735,13,23,2015-02-15,Ath Madrid,0,50,3,0,1,0
2738,13,23,2015-02-16,Eibar,0,27,10,0,4,0
2739,13,23,2015-02-16,Elche,3,23,15,2,0,0
2741,13,24,2015-02-20,Espanol,0,29,9,0,1,0
2740,13,24,2015-02-20,Getafe,3,26,13,1,0,0
2746,13,24,2015-02-21,Almeria,0,23,16,0,1,0
2747,13,24,2015-02-21,Malaga,3,38,7,1,0,0
2745,13,24,2015-02-21,La Coruna,0,24,15,0,2,0
2748,13,24,2015-02-21,Valencia,3,50,4,3,0,0
2743,13,24,2015-02-21,Barcelona,0,56,2,0,1,0
2749,13,24,2015-02-21,Celta,3,31,8,2,0,0
2744,13,24,2015-02-21,Cordoba,0,18,20,0,5,0
2742,13,24,2015-02-21,Ath Madrid,3,53,3,1,0,0
2756,13,24,2015-02-22,Sevilla,0,45,5,0,1,0
2750,13,24,2015-02-22,Ath Bilbao,3,27,10,1,0,0
2757,13,24,2015-02-22,Eibar,0,27,10,0,5,0
2751,13,24,2015-02-22,Elche,0,23,16,0,1,0
2752,13,24,2015-02-22,Sociedad,3,27,10,1,0,0
2753,13,24,2015-02-22,Villarreal,3,44,6,1,0,0
2755,13,24,2015-02-22,Real Madrid,3,60,1,2,0,0
2754,13,24,2015-02-22,Vallecano,0,26,13,0,1,0
2759,13,24,2015-02-23,Granada,0,19,19,0,1,0
2758,13,24,2015-02-23,Levante,3,22,18,1,0,0
2770,13,25,2015-02-27,Espanol,3,32,8,1,0,0
2771,13,25,2015-02-27,Cordoba,0,18,20,0,6,0
2772,13,25,2015-02-28,Almeria,1,24,16,0,0,1
2773,13,25,2015-02-28,Granada,0,19,19,0,2,0
2774,13,25,2015-02-28,Malaga,3,41,7,2,0,0
2776,13,25,2015-02-28,La Coruna,1,25,15,0,0,1
2777,13,25,2015-02-28,Barcelona,3,59,2,1,0,0
2779,13,25,2015-02-28,Levante,0,22,18,0,1,0
2778,13,25,2015-02-28,Getafe,0,26,14,0,1,0
2775,13,25,2015-02-28,Vallecano,3,29,11,1,0,0
2762,13,25,2015-03-01,Sevilla,1,46,5,0,0,1
2764,13,25,2015-03-01,Ath Bilbao,3,30,10,2,0,0
2763,13,25,2015-03-01,Valencia,3,53,4,4,0,0
2760,13,25,2015-03-01,Eibar,0,27,12,0,6,0
2767,13,25,2015-03-01,Sociedad,0,27,12,0,1,0
2765,13,25,2015-03-01,Villarreal,1,45,6,0,0,1
2761,13,25,2015-03-01,Real Madrid,1,61,1,0,0,1
2766,13,25,2015-03-01,Ath Madrid,1,54,3,0,0,1
2768,13,25,2015-03-02,Celta,1,32,8,0,0,1
2769,13,25,2015-03-02,Elche,1,24,16,0,0,1
2781,13,26,2015-03-06,Eibar,0,27,14,0,7,0
2780,13,26,2015-03-06,Levante,3,25,16,1,0,0
2787,13,26,2015-03-07,Almeria,0,24,18,0,1,0
2784,13,26,2015-03-07,Granada,3,22,19,1,0,0
2788,13,26,2015-03-07,Malaga,0,41,7,0,1,0
2789,13,26,2015-03-07,Sevilla,3,49,5,1,0,0
2785,13,26,2015-03-07,La Coruna,0,25,16,0,1,0
2782,13,26,2015-03-07,Ath Bilbao,3,33,8,3,0,0
2783,13,26,2015-03-07,Elche,3,27,14,1,0,0
2786,13,26,2015-03-07,Real Madrid,0,61,2,0,1,0
2796,13,26,2015-03-08,Espanol,0,32,9,0,1,0
2794,13,26,2015-03-08,Valencia,1,54,4,0,0,1
2791,13,26,2015-03-08,Barcelona,3,62,1,2,0,0
2797,13,26,2015-03-08,Celta,0,32,9,0,1,0
2792,13,26,2015-03-08,Sociedad,3,30,11,1,0,0
2793,13,26,2015-03-08,Villarreal,3,48,6,1,0,0
2795,13,26,2015-03-08,Vallecano,0,29,12,0,1,0
2790,13,26,2015-03-08,Ath Madrid,1,55,3,0,0,2
2799,13,26,2015-03-09,Getafe,3,29,12,1,0,0
2798,13,26,2015-03-09,Cordoba,0,18,20,0,7,0
2801,13,27,2015-03-13,La Coruna,0,25,16,0,2,0
2800,13,27,2015-03-13,Valencia,3,57,3,1,0,0
2809,13,27,2015-03-14,Granada,0,22,19,0,1,0
2804,13,27,2015-03-14,Espanol,1,33,9,0,0,1
2806,13,27,2015-03-14,Ath Bilbao,3,36,8,4,0,0
2807,13,27,2015-03-14,Barcelona,3,65,1,3,0,0
2802,13,27,2015-03-14,Celta,0,32,11,0,2,0
2803,13,27,2015-03-14,Eibar,0,27,14,0,8,0
2805,13,27,2015-03-14,Vallecano,3,32,11,1,0,0
2808,13,27,2015-03-14,Ath Madrid,1,56,4,0,0,3
2810,13,27,2015-03-15,Almeria,1,25,16,0,0,1
2811,13,27,2015-03-15,Malaga,3,44,7,1,0,0
2813,13,27,2015-03-15,Sevilla,3,52,5,2,0,0
2816,13,27,2015-03-15,Levante,0,25,16,0,1,0
2817,13,27,2015-03-15,Elche,0,27,14,0,1,0
2814,13,27,2015-03-15,Villarreal,1,49,6,0,0,1
2812,13,27,2015-03-15,Real Madrid,3,64,2,1,0,0
2815,13,27,2015-03-15,Cordoba,0,18,20,0,8,0
2818,13,27,2015-03-16,Getafe,0,29,13,0,1,0
2819,13,27,2015-03-16,Sociedad,3,33,9,2,0,0
2821,13,28,2015-03-20,Valencia,3,60,3,2,0,0
2820,13,28,2015-03-20,Elche,0,27,15,0,2,0
2827,13,28,2015-03-21,Almeria,0,25,17,0,1,0
2824,13,28,2015-03-21,Granada,1,23,19,0,0,1
2831,13,28,2015-03-21,Malaga,0,44,7,0,1,0
2822,13,28,2015-03-21,Ath Bilbao,3,39,8,5,0,0
2830,13,28,2015-03-21,Celta,3,35,10,1,0,0
2829,13,28,2015-03-21,Eibar,1,28,14,0,0,1
2825,13,28,2015-03-21,Levante,0,25,17,0,2,0
2828,13,28,2015-03-21,Getafe,0,29,13,0,2,0
2826,13,28,2015-03-21,Vallecano,3,35,10,2,0,0
2823,13,28,2015-03-21,Ath Madrid,3,59,4,1,0,0
2839,13,28,2015-03-22,Sevilla,3,55,5,3,0,0
2837,13,28,2015-03-22,Espanol,1,34,12,0,0,2
2833,13,28,2015-03-22,La Coruna,1,26,16,0,0,1
2832,13,28,2015-03-22,Barcelona,3,68,1,4,0,0
2834,13,28,2015-03-22,Sociedad,3,36,9,3,0,0
2835,13,28,2015-03-22,Villarreal,0,49,6,0,1,0
2836,13,28,2015-03-22,Real Madrid,0,64,2,0,1,0
